doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
대단한 파티야.	2	2	2	2	2	2	2	2	2	2
그렇지?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
대단해.	2	2	2	2	2	2	0	2	2	2
새우 애피타이저 먹어봤어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
정말 맛있더라.	2	2	2	2	2	2	2	2	2	2
음악도 신나고.	2	2	2	2	2	2	2	2	2	2
춤 출래?	2	2	2	2	0	2	2	2	2	2
실은 나 살짝 빠져나가려고 해.	2	2	2	2	2	2	2	2	2	2
어 정말?	2	2	2	2	2	2	2	2	2	2
근데 이제 겨우 9시야.	2	2	2	2	2	2	2	2	2	2
초저녁이라고.	2	2	2	2	2	2	2	2	2	2
내일 정말 일찍 일어나야 돼.	2	2	0	2	2	2	2	2	2	2
뭐 하는데?	2	2	2	2	2	2	2	2	2	2
비행기로 샌프란시스코에 가서 주택 거래 매듭지을 거야.	2	2	0	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
나 내일 하루 쉬어야 돼.	2	2	2	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
의사한테 가봐야해서.	2	2	2	2	2	2	2	2	2	2
뭐때문에?	2	2	2	2	2	2	2	2	2	2
무릎이 또 말썽이네.	2	2	2	2	2	2	2	2	2	2
수업은 누가 가르치지?	2	2	2	2	2	2	2	2	2	2
매릴린한테 대신 해달라고 부탁하지 뭐.	2	2	2	2	2	2	2	2	2	2
무릎은 어떻게 다친 건데?	2	2	2	2	2	2	2	2	2	2
테니스 치다가 다쳤어.	2	2	2	2	2	2	2	2	2	2
그럼 수영을 해보는 건 어떨까.	2	2	2	2	2	2	2	2	2	2
몸에 덜 무리라던데.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
당신 제품에 대해 불만이 있어요.	2	2	2	2	2	2	2	2	2	2
고쳐 볼 기회를 주세요.	2	2	2	2	2	2	2	2	2	2
좋아요, 다시는 고장나지 않기를 기대해 봅시다.	2	2	2	2	2	2	2	2	2	2
모든게 정상으로 작동할 겁니다.	2	2	2	2	2	2	2	2	2	2
믿어 주세요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
사람들은 한국에서 주로 어떤 기념품을 사가나요?	2	2	2	2	2	2	2	2	2	2
여러 가지가 있어요.	2	2	2	2	2	2	2	2	2	2
전통적인 거는 어떠세요?	2	2	2	2	2	2	2	2	2	2
아, 좋아요.	2	2	2	2	2	2	2	2	2	2
혹시 전통적인 기념품 쇼핑하기 좋은 곳 있을까요?	2	2	2	2	2	2	2	2	2	2
내일 인사동에 같이 가시는 게 어때요?	2	2	2	2	0	2	0	2	2	2
구경거리가 많이 있습니다.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
절 보고싶어 하신다고요?	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
우리 얘기 좀 하자.	2	2	2	2	2	2	2	2	2	2
무엇 때문인지?	2	2	2	2	2	2	2	2	2	2
네 출석일 때문에 문제가 있어.	2	2	2	2	2	2	2	2	2	2
저 수업은 몇 번만 빼먹었는데요.	2	2	1	2	2	2	2	2	2	2
몇 번?	2	2	2	2	2	2	2	2	2	2
지난 2주동안 수업에는 한 번만 들어왔어.	2	2	2	2	2	2	2	2	2	2
너 낙제할 수 있어.	2	2	2	2	2	2	2	2	2	2
현실을 보세요.	2	2	2	2	2	2	2	2	2	2
그 수업이 얼마나 지루한데요.	2	2	1	2	2	2	2	2	2	2
그렇다고 달라지는 건 없어.	2	2	2	2	2	2	2	2	2	2
그 수업들을 들어야 졸업할 수 있어.	2	2	2	2	2	2	2	2	2	2
수업 몇 번 빠진 게 뭐가 그렇게 중요해요?	0	2	1	2	2	2	2	2	2	2
네가 여기 학생 비자로 있으니까 중요하지.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
자네 컴퓨터는 고쳤어?	2	2	2	2	2	2	2	2	2	2
자넨 꼭 컴퓨터 얘기를 꺼내야겠어.	2	2	2	2	2	2	2	2	2	2
내가 고칠 수가 없어서 다른 사람이 방법을 찾았는지 궁금한 것 뿐이야.	2	2	2	2	0	2	2	2	2	2
아직.	2	2	2	2	2	2	2	2	2	2
많이들 보긴 했는데 아무도 문제를 못찾았어.	2	2	2	2	2	2	2	2	2	2
어떻게 할 거야?	2	2	2	2	2	2	2	2	2	2
그거야 당연하지.	2	2	2	2	2	2	2	2	2	2
새 컴퓨터를 사는 거야.	2	2	2	2	2	2	2	2	2	2
어떤 종류로 살 건대?	2	2	2	2	2	2	2	2	2	2
잘 몰라.	2	2	2	2	2	2	2	2	2	2
골라보기 시작해야지.	2	2	2	2	2	2	2	2	2	2
자네가 원하면 내가 같이 갈께.	2	2	2	2	2	2	2	2	2	2
그러면 좋지.	2	2	2	2	2	2	2	2	2	2
자네가 나보다 컴퓨터에 대해서야 많이 알잖아.	2	2	2	2	2	2	0	0	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어디 있었어?	2	2	2	2	2	2	2	2	2	2
이번 주 내내 너하고 연락하려고 얼마나 애썼는데.	2	2	2	2	0	2	2	2	2	2
한 주 내내 돌아다녔어.	2	2	2	2	2	2	2	2	2	2
문제가 생겨서 오늘 너하고 이야기를 해야 돼.	2	2	2	2	0	2	2	2	2	2
월요일에 얘기하면 안 돼?	2	2	2	2	2	2	2	2	2	2
그 때까지 못 기다려.	2	2	2	2	2	2	2	2	2	2
오늘 시간을 좀 내면 안 돼?	2	2	2	2	2	2	2	2	2	2
그렇게 못 할 것 같아.	2	2	2	2	2	2	2	2	2	2
상사가 온 종일 잡고 있을 거거든.	2	2	2	2	2	2	2	2	2	2
일 끝나고 술 한 잔 어때?	2	2	2	2	0	2	2	2	2	2
좋아.	2	2	2	2	2	2	2	2	2	2
한데 금방 끝나야 돼.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
너희 학교에 일자리 좀 있어?	2	2	2	2	2	2	2	2	2	2
지난 주에는 있었어.	2	2	2	2	2	2	2	2	2	2
어머 왜 나한테 얘기하지 않았어?	2	2	2	2	2	2	2	2	2	2
난 네가 일자리를 찾는 줄 몰랐어.	2	2	2	2	2	2	2	2	2	2
교사직이었어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
어차피 내가 도와줄 수 있는 일이 아니었어.	2	2	2	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
상사가 자기 조카를 고용하기 원했거든.	2	2	2	2	2	2	2	2	2	2
내 소관이 아니었어.	2	2	2	2	2	2	2	2	2	2
또 다른 일자리가 나오면 나좀 알려줘.	2	2	2	2	2	2	2	2	2	2
그럴게.	2	2	2	2	2	2	2	2	2	2
일자리 나오는대로 전화해줄게.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
점심에 물냉면 먹자.	2	2	2	2	2	2	2	2	2	2
들어봤는데.	2	2	2	2	2	2	2	2	2	2
정확히 뭐더라?	2	2	2	2	2	2	2	2	2	2
한국 면요리 인데.	2	2	2	2	2	2	2	2	2	2
시원한 육수에 차가운 면 들어있는 거야.	2	2	2	2	2	2	2	2	2	2
아!!!!	2	2	2	2	2	2	2	2	2	2
나 먹어본 적 있어.	2	2	2	2	2	2	2	2	2	2
진짜 맛 있었는데!	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
숙제 다했어?	2	2	2	2	2	2	2	2	2	2
어.	2	2	2	2	2	2	2	2	2	2
주말에 아빠랑 운동회 한 대면서?	2	2	2	2	2	2	2	2	2	2
왜 얘기 안했어?	2	2	2	2	2	2	2	2	2	2
같이 갈 아빠가 없잖아..	2	2	2	2	1	2	2	2	2	2
내가 있잖아.	2	2	2	2	0	2	0	2	2	2
와~ 상품도 주네?	2	2	2	2	2	2	2	2	2	2
그럼 언니 지금부터 많이 먹고 체력 키워야겠다.	2	2	0	2	2	2	2	2	2	2
달리기 일등해서 신애 상품 타주려면.	2	2	0	2	2	2	2	2	2	2
언니가 올 거야?	2	2	2	2	2	2	2	2	2	2
그럼.	2	2	2	2	2	2	2	2	2	2
아빠없는 동안은 언니가 아빠 대신이니까.	2	2	2	2	2	2	0	2	2	2
우리 이거 전부 일등해서 상품 다 타자.	2	2	0	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
근데 줄리엔 아저씨한테 와달라고 부탁하면 안되지?	2	2	2	2	2	2	2	2	2	2
아저씨 이제 학교도 다니시고 엄청 바쁘시잖아.	2	2	2	2	2	2	2	2	2	2
그런거 부탁하면 좀 그렇지.	2	2	2	2	2	2	2	2	2	2
뭐야?	2	2	2	2	2	2	2	2	2	2
신신애씨.	2	2	2	2	2	2	2	2	2	2
이 언니를 못믿겠단 말씀이세요?	2	2	2	2	2	2	0	2	2	2
그런 건 아닌데..	2	2	2	2	2	2	2	2	2	2
언니를 무시하면 어떻게 된다 그랬지?	2	2	2	2	2	2	2	2	2	2
간지럼 태우기열 번!	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
너 많이 행복해 보인다.	2	2	2	2	2	2	2	2	2	2
너무 행복해!	2	2	2	2	2	2	2	2	2	2
커피 마시면서 네 얘기 좀 듣자.	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
왜 쓰레기통에 플래스틱 병을 버려?	2	2	2	2	2	2	2	2	2	2
쓰레기니까.	2	2	2	2	2	2	2	2	2	2
왜 재활하지 않고?	2	2	2	2	2	2	2	2	2	2
예전엔 했는데 이젠 성가셔.	2	2	1	2	2	2	2	2	2	2
난 너무 쉽던데.	2	2	2	2	2	2	2	2	2	2
넌 혼자 사니까 별게 아니지.	2	2	2	2	2	2	2	2	2	2
그건 그렇지만 아니들이 돕지를 않니?	2	2	2	2	2	2	2	2	2	2
노력은 하지만 아직 너무 어려.	2	2	2	2	2	2	2	2	2	2
게다가 재활하는 게 무슨 소용이 있어?	2	2	2	2	2	2	2	2	2	2
지구 전체에 도움이 되잖아.	2	2	2	2	2	2	2	2	2	2
우리가 지구 자원을 너무 빨리 써없애고 있으니.	2	2	2	2	2	2	2	2	2	2
좋아!	2	2	2	2	2	2	2	2	2	2
네가 날 설득하는데 성공했어.	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 아침에 유난히 피곤해 보인다.	2	2	2	2	2	2	2	2	2	2
맞아.	2	2	2	2	2	2	2	2	2	2
지난 밤에 뭐했는데?	2	2	2	2	2	2	2	2	2	2
친구가 새 아파트로 이사하는 거 도와줬어.	2	2	2	2	2	2	2	2	2	2
등골 휘는 일이었겠다.	2	2	2	2	2	2	2	2	2	2
그랬어.	2	2	2	2	2	2	2	2	2	2
지난 밤 늦게 돌아왔으니까.	2	2	2	2	2	2	2	2	2	2
친구 이삿짐이 많았어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
무거운 가구가 많더라고.	2	2	2	2	2	2	2	2	2	2
누구 도와준 사람은 없었어?	2	2	2	2	2	2	2	2	2	2
아니 우리 둘 뿐이었어.	2	2	2	2	2	2	2	2	2	2
오늘은 나 슬쩍 일찍 퇴근할 지도 몰라.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕~	2	2	2	2	2	2	2	2	2	2
큼..	2	2	2	2	2	2	2	2	2	2
선생이 막 늦냐?	2	2	2	2	2	2	1	2	2	2
미안 미안.	2	2	2	2	2	2	2	2	2	2
근데 여기 왜 이렇게 더워?	2	2	2	2	2	2	2	2	2	2
뭐 어쩌라고~	2	2	2	2	2	2	1	2	2	2
혹시 선풍기 없어?	2	2	2	2	2	2	2	2	2	2
선풍기는..더운건 니 사정이지 무슨..씨.	2	2	2	2	2	2	1	2	0	2
아..눈이야..더우니까 더 아리네.	2	2	2	2	2	2	2	2	2	2
아..	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
고마워.	2	2	2	2	2	2	2	2	2	2
오늘 분사구 문 다 끝낼거거든?	2	2	2	2	2	2	2	2	2	2
끝내던지 말던지.	2	2	2	2	2	2	1	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
기말 고사 어땠어?	2	2	2	2	2	2	2	2	2	2
말도 안돼!	2	2	2	2	2	2	2	2	0	2
그건 불가능이다.	2	2	2	2	2	2	2	2	2	2
왜 그렇게 얘기하지?	2	2	2	2	2	2	2	2	2	2
수업을 너무 많이 빠졌다고 생각하지 않아?	2	2	2	2	2	2	2	2	2	2
그런 점이 있긴 해도 쉬운 과목이야.	2	2	2	2	2	2	2	2	2	2
나를 신임하지 않는구나.	2	2	2	2	2	2	1	2	2	2
더 노력한다면 신임하겠지.	2	2	2	2	2	2	2	2	2	2
의견은 얼마든지 가질 수 있어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
자네 일자리가 맘에 안든다고 들었어.	2	2	2	2	0	2	2	2	2	2
맞아.	2	2	2	2	2	2	2	2	2	2
왜 그래?	2	2	2	2	2	2	2	2	2	2
쥐꼬리만한 봉급이야.	2	2	2	2	2	2	2	2	2	2
월급좀 올려달라고 해봤어?	2	2	2	2	2	2	2	2	2	2
그랬지.	2	2	2	2	2	2	2	2	2	2
하지만 평소처럼 거절당했지.	2	2	2	2	2	2	2	2	2	2
시기가 안좋다면서.	2	2	2	2	2	2	2	2	2	2
그랬어?	2	2	2	2	2	2	2	2	2	2
항상 시기가 안좋대.	2	2	2	2	2	2	1	2	2	2
그럼 어떻게 할 거야?	0	2	2	2	2	2	2	2	2	2
다른 직장을 찾고 있어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
나는 제정신이 아니에요.	2	2	1	2	2	2	2	2	0	2
왜요?	2	2	2	2	2	2	2	2	2	2
어떻게 됐길래요?	2	2	2	2	2	2	2	2	2	2
저한테는 할 일이 너무 많이 있습니다.	2	2	2	2	2	2	2	2	2	2
왜 그렇게 일이 밀리셨습니까?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
여기 주차가 장난이 아닌데.	2	2	2	2	2	2	2	2	2	2
가망이 없어.	2	2	2	2	2	2	2	2	2	2
나 얼른 내려서 얼른 들어갔다 나올게.	2	2	2	2	2	2	2	2	2	2
그냥 이 근처에서 빙빙 돌고 있어.	2	2	2	2	2	2	2	2	2	2
좋은 생각이야.	2	2	2	2	2	2	2	2	2	2
그럼 돌아다니다가 5분 뒤에 태우러 올게.	2	2	2	2	2	2	2	2	2	2
좋아.	2	2	2	2	2	2	2	2	2	2
네가 오는 지 잘 보고 있다가 손 흔들게.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
미스터 김과 통화할 수 있을까요?	2	2	2	2	2	2	2	2	2	2
죄송하지만 여기는 그런 이름 가지신 분이안 계십니다.	2	2	2	2	2	2	2	2	2	2
그분은 해외 영업부에 근무하시는데요.	2	2	2	2	2	2	2	2	2	2
죄송합니다.	2	2	2	2	2	2	2	2	2	2
그분은 그만두셨어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
최근에 승진하셨다면서요.	2	2	2	2	0	2	0	2	2	2
네, 저한테는 굉장한 하루였지요.	2	2	2	2	2	2	2	2	2	2
축하해요.	2	2	2	2	2	2	2	2	2	2
고맙습니다.	2	2	2	2	2	2	2	2	2	2
이제 시작이었으면 좋겠어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
입사 면접 본 거 연락 온 거 없니?	2	2	2	2	2	2	2	2	2	2
어제 몇 군데나 갔었니?	2	2	2	2	2	2	2	2	2	2
회사 6곳에 가서 이력서 냈어요.	2	2	2	2	2	2	2	2	2	2
왜 그래?	2	2	2	2	2	2	2	2	2	2
좀 초조해 보인다.	2	2	2	2	2	2	0	2	2	2
직장 못 잡을 것 같아요.	2	2	2	2	2	2	2	2	0	2
아니 면접 다 잘 보고 회사 여러 곳에 이력서 냈다며.	2	2	2	2	2	2	2	2	2	2
엄마 그게 무슨 소용이에요.	2	2	2	2	2	2	2	2	2	2
요점은 포기하지 않으면 직장을 잡을 수 있다는 거지.	2	2	2	2	2	2	2	2	2	2
맞아요.	2	2	2	2	2	2	2	2	2	2
기다릴 수 밖에요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
다음 환자 들어오시라 그래.	2	2	2	2	2	2	2	2	2	2
대기 환자 없습니다 원장님.	2	2	2	2	2	2	2	2	2	2
없음 말고..	2	2	2	2	2	2	2	2	2	2
한참 시간에 환자가 없으면 어떡해?	2	2	2	2	2	2	2	2	0	2
아 이런..	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어서 가자니까!	2	2	2	2	2	2	2	2	2	2
살 빼고 싶다며.	2	2	2	2	2	2	2	2	2	2
그러면 새 옷 좀 입고 싶다고.	2	2	2	2	2	2	2	2	2	2
그런데 지금은 그게 가치있는 건지 모르겠어.	2	2	2	2	2	2	2	2	2	2
새 옷 입으면 기분이 얼마나 좋을까 생각해 봐.	0	2	2	2	2	2	2	2	2	2
나 알잖아.	2	2	2	2	1	2	2	2	2	2
무서워 죽겠어.	1	2	2	2	1	2	2	2	2	2
피트니스 센터 가면 다들 재미있어 하잖아.	2	2	2	2	2	2	0	2	2	2
당신도 그럴 거야.	2	2	2	2	2	2	0	2	2	2
땀 나기 시작하면 재미 하나도 없단 말이야.	1	2	2	2	1	2	2	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어?	2	2	2	2	2	2	2	2	2	2
언니가 왜 준혁오빠 체육복을 입고 있어?	2	2	2	2	2	2	2	2	2	2
일할 때 입으려고 받았어.	2	2	2	2	2	2	2	2	2	2
입을만한 거 같지?	2	2	2	2	2	2	2	2	2	2
어때?	2	2	2	2	2	2	2	2	2	2
이뻐~ 최고로~	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
릭 잘 지내지?	2	2	2	2	2	2	2	2	2	2
어이 닐!	2	2	2	2	2	2	2	2	2	2
오랜만이다.	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
정말 오랜만이다.	2	2	2	2	2	2	2	2	2	2
못해도 2 3년은 됐지.	2	2	2	2	2	2	2	2	2	2
어쩐 일이야?	2	2	2	2	2	2	2	2	2	2
그게 내 컴퓨터가 그 동안 골치를 썩였거든.	2	2	2	2	2	2	2	2	2	2
컴퓨터 어디 있는데?	2	2	2	2	2	2	2	2	2	2
갑자기 그냥 멈추더니 그대로 있는 거야.	2	2	2	2	2	2	2	2	2	2
그냥 안 돼.	2	2	2	2	2	2	2	2	2	2
가져와 봐.	2	2	2	2	2	2	0	2	2	2
내가 한 번 볼게.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이 자식들이..	2	2	2	2	2	2	2	2	2	2
수업 안하고 뭐하는거야?	2	2	2	2	2	2	2	2	2	2
선생님이 안 들어오시는 걸 어떡해요.	2	2	2	2	2	2	2	2	2	2
왜 안들어오셔?	2	2	2	2	2	2	2	2	2	2
몰라요 교무실에도 안 계세요.	2	2	2	2	2	2	2	2	2	2
그럼 찾아봐야될 꺼 아냐 이 자식들아!!	2	2	2	2	2	2	1	2	0	2
담임선생님이 행방불명인데 신났냐?	2	2	2	2	0	2	1	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어떤 종류의 책을 좋아하니?	2	2	2	2	2	2	2	2	2	2
난 소설 좋아해.	2	2	2	2	2	2	2	2	2	2
너는 어때?	2	2	2	2	2	2	2	2	2	2
난 소설은 좋아하지 않아.	2	2	2	2	2	2	2	2	2	2
만화책 좋아해.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이번이 저의 첫 해외여행이었어요.	2	2	2	2	2	2	2	2	2	2
그래요?	2	2	2	2	2	2	2	2	2	2
그럼 인천국제공항에도 처음 가본 거겠네요?	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
저 좀 놀랐어요.	2	2	2	2	2	2	2	2	2	2
인천국제공항 무지 크더라구요!	2	2	2	2	2	2	2	2	2	2
전세계적으로 가장 크고 붐비는 공항들 중에 하나잖아요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕~ 자주 놀러 와요.	2	2	2	2	2	2	2	2	2	2
발톱에 페디큐어 예쁘게 칠해줄게.	2	2	2	2	2	2	2	2	2	2
네	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
지금 가요?	2	2	2	2	2	2	2	2	2	2
네	2	2	2	2	2	2	2	2	2	2
섭섭하다.	2	2	2	2	2	2	0	2	2	2
돈 많이 버세요~	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
그동안 잘해주셔서 다들 너무 감사했어요.	2	2	2	2	2	2	0	2	2	2
그만 갈게요.	2	2	2	2	2	2	0	2	2	2
잘가요.	2	2	2	2	2	2	0	2	2	2
신애야 잘가~	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
요즘 물가가 너무 비싸.	2	2	2	2	2	2	2	2	0	2
내 말이.	2	2	2	2	2	2	2	2	2	2
가격이 계속 올라.	2	2	2	2	2	2	2	2	2	2
나 투잡 뛰어야 할 것 같아.	2	2	2	2	2	2	2	2	2	2
여분의 돈 좀 가지고 있으면 좋지.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
즐거운 여행되세요.	2	2	2	2	2	2	2	2	2	2
가능하면 전화해 주시고요.	2	2	2	2	2	2	2	2	2	2
제가 혹시 그림엽서를 보내게 될지 모르겠어요.	2	2	2	2	2	2	2	2	2	2
몸 조심히 안녕히 다녀오세요.	2	2	2	2	2	2	2	2	2	2
그렇게 하겠습니다.	2	2	2	2	2	2	2	2	2	2
돌아와서 연락을 드릴게요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
토니 내가 없는동안 잘 해줘 정말 고마워.	2	2	2	2	2	2	0	2	2	2
감사하긴 한데요 저한테 너무 많이 돈을 주신 것 같아요.	2	2	2	2	2	2	0	2	2	2
아니야.	2	2	2	2	2	2	2	2	2	2
너는 충분히 그만큼 일했어.	2	2	2	2	2	2	0	2	2	2
우리 집에서도 그만큼 열심히 일하면 얼마나 좋겠어.	2	2	2	2	2	2	2	2	2	2
이만큼 돈을 주시면 그렇게 할게요.	2	2	2	2	2	2	2	2	2	2
나 때문에 싸우지는 말았으면 해.	2	2	2	2	2	2	2	2	2	2
아냐 매일같이 있는 일이야.	2	2	2	2	2	2	2	2	2	2
전 아이들이 생기면 가진 돈을 다 줄 거예요.	2	2	2	2	2	2	0	2	2	2
그 마음이 바뀔 수도 있을 거야.	2	2	2	2	2	2	2	2	2	2
우린 모두 우리 엄마들보다 더 잘 할 수 있다고 생각하지.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
나 자꾸 꾸벅꾸벅 조는데, 금방 쓰러질 것 같아.	2	2	2	2	2	2	2	2	2	2
너무 졸음을 이기려고 애쓰지 마.	2	2	2	2	2	2	2	2	2	2
가서 눈 좀 붙여봐.	2	2	2	2	2	2	2	2	2	2
그러기엔 너무 할 일이 많아.	2	2	0	2	2	2	2	2	2	2
말도 안돼.	2	2	2	2	2	2	2	2	2	2
졸리면 아무것도 못한다구.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
내 닭고기 좀 먹을래?	2	2	2	2	2	2	2	2	2	2
고맙지만 괜찮아.	2	2	2	2	2	2	2	2	2	2
난 배가 불러.	2	2	2	2	2	2	2	2	2	2
넌 네 음식 별로 손도 안대었잖아.	2	2	2	2	2	2	2	2	2	2
먹었어.	2	2	2	2	2	2	2	2	2	2
로버타, 넌 정말 조금밖에 안먹네.	2	2	2	2	2	2	2	2	2	2
난 조금만 먹어도 배가 불러.	2	2	2	2	2	2	2	2	2	2
그러게 말이다.	2	2	2	2	2	2	2	2	2	2
돌아가야 할 시간이 거의 다 됐어.	2	2	2	2	2	2	2	2	2	2
커피 마실 시간은 있어?	2	2	2	2	2	2	2	2	2	2
아니.	2	2	2	2	2	2	2	2	2	2
사무실로 가져가는게 좋겠어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어금니를 많이 밀고 있었네.	2	2	2	2	2	2	2	2	2	2
그동안 되게 아팠을텐데 왜 진작 안왔대?	2	2	2	2	2	2	2	2	2	2
원래 좀 미련한데가 있어.	2	2	2	2	2	2	2	2	2	2
일단 약 줄테니까 예약하고 뽑자.	2	2	2	2	2	2	2	2	2	2
이쁘게 나서 그냥 뽑아도 될 거 같다.	2	2	2	2	2	2	2	2	2	2
언제쯤 돼?	2	2	2	2	2	2	2	2	2	2
바쁜 거 알지만 좀 빨리 해줬으면 좋겠는데..	2	2	2	2	1	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
내 차가 어제 고장났어요.	2	2	2	2	2	2	2	2	2	2
정말이요?	2	2	2	2	2	2	2	2	2	2
어쩌다가요?	2	2	2	2	2	2	2	2	2	2
